theme,display_theme,is_generic_theme,primary_category,category_badge_color,total_mentions,avg_sentiment,sentiment_category,trending_score,trend_status,opportunity_score,recommendation,recent_4w_mentions,previous_4w_mentions,momentum_4w,purchase_intent_ratio,quality_mentions,recency_days,theme_explanation,seller_action
strategy,Strategy,False,gaming,#9932CC,2,0.0,Neutral,50.69,RISING,45.27,MONITOR - Emerging Opportunity,2.0,0.0,200.0,0.0,2,3,Collectible product or theme,Monitor and curate relevant listings
subscription boxes,Subscription Boxes,False,general,#808080,1,1.0,Very Positive,50.35,RISING,72.64,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,2,Collectible product or theme,Monitor and curate relevant listings
subset rarity,Subset Rarity,False,general,#808080,1,2.0,Very Positive,50.35,RISING,58.14,MONITOR - Emerging Opportunity,1.0,0.0,100.0,0.0,1,6,Collectible product or theme,Monitor and curate relevant listings
supply,Supply,False,tcg,#4169E1,2,0.0,Neutral,50.69,RISING,43.27,MONITOR - Emerging Opportunity,2.0,0.0,200.0,0.0,2,5,Collectible product or theme,Monitor and curate relevant listings
sustainability,Sustainability,False,basketball,#FF6600,3,1.0,Very Positive,51.02,RISING,52.91,MONITOR - Emerging Opportunity,3.0,0.0,300.0,0.0,3,2,Collectible product or theme,Monitor and curate relevant listings
theft,Theft,False,pokemon,#FFCB05,1,-2.0,Very Negative,50.35,RISING,28.14,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,1,5,Collectible product or theme,Monitor and curate relevant listings
tournament legality,Tournament Legality,False,tcg,#4169E1,4,0.0,Neutral,43.36,STEADY,58.34,MONITOR - Emerging Opportunity,4.0,0.0,400.0,100.0,4,8,Collectible product or theme,Monitor and curate relevant listings
tournament rules,Tournament Rules,False,general,#808080,1,0.0,Neutral,40.35,STEADY,39.14,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,0,5,Collectible product or theme,Monitor and curate relevant listings
tournament structure,Tournament Structure,False,tcg,#4169E1,3,0.0,Neutral,43.02,STEADY,38.21,LOW PRIORITY - Track for Changes,3.0,0.0,300.0,0.0,3,8,Collectible product or theme,Monitor and curate relevant listings
toys,Toys,False,tcg,#4169E1,20,0.35,Positive,50.22,RISING,47.71,MONITOR - Emerging Opportunity,20.0,0.0,2000.0,0.0,7,3,Collectible product or theme,Monitor and curate relevant listings
trading,Trading,False,pokemon,#FFCB05,14,0.71,Very Positive,53.28,RISING,65.96,HIGH PRIORITY - Curate Listings,14.0,0.0,1400.0,71.43,12,3,Collectible product or theme,Monitor and curate relevant listings
trading cards,Football - Trading Card Activity,True,trading_card,#808080,46,0.22,Positive,58.23,RISING,52.97,MONITOR - Emerging Opportunity,43.0,3.0,1000.0,15.22,46,2,Collectible product or theme,Monitor and curate relevant listings
transaction advice,Transaction Advice,False,soccer,#00AA00,1,0.0,Neutral,42.35,STEADY,57.94,MONITOR - Emerging Opportunity,1.0,0.0,100.0,100.0,1,10,Collectible product or theme,Monitor and curate relevant listings
travel,Travel,False,travel,#808080,14,0.43,Positive,54.71,RISING,70.1,HIGH PRIORITY - Curate Listings,14.0,0.0,1400.0,100.0,14,2,Collectible product or theme,Monitor and curate relevant listings
tutorial,Tutorial,False,general,#808080,3,1.0,Very Positive,51.02,RISING,70.91,HIGH PRIORITY - Curate Listings,3.0,0.0,300.0,100.0,3,7,Collectible product or theme,Monitor and curate relevant listings
user_experience,User_Experience,False,general,#808080,3,-1.0,Very Negative,41.02,STEADY,51.91,MONITOR - Emerging Opportunity,3.0,0.0,300.0,100.0,0,6,Collectible product or theme,Monitor and curate relevant listings
valuation,Valuation,False,pokemon,#FFCB05,6,1.0,Very Positive,52.03,RISING,67.98,HIGH PRIORITY - Curate Listings,6.0,0.0,600.0,83.33,6,6,Collectible product or theme,Monitor and curate relevant listings
value,Value,False,pokemon,#FFCB05,1,1.0,Very Positive,42.35,STEADY,65.44,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,9,Collectible product or theme,Monitor and curate relevant listings
verification,Verification,False,pokemon,#FFCB05,1,0.0,Neutral,50.35,RISING,63.14,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,6,Collectible product or theme,Monitor and curate relevant listings
vintage cards,Vintage Cards,False,pokemon,#FFCB05,10,1.0,Very Positive,52.37,RISING,65.45,HIGH PRIORITY - Curate Listings,10.0,0.0,1000.0,60.0,9,2,Vintage and classic card discussions,Curate vintage and classic collections
vintage collecting,Vintage Collecting,False,magic_the_gathering,#000000,1,0.0,Neutral,42.35,STEADY,57.94,MONITOR - Emerging Opportunity,1.0,0.0,100.0,100.0,1,10,Collectible product or theme,Monitor and curate relevant listings
vintage magazines,Vintage Magazines,False,general,#808080,1,1.0,Very Positive,40.35,STEADY,66.64,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,0,6,Collectible product or theme,Monitor and curate relevant listings
vintage_cards,Vintage_Cards,False,baseball,#C41E3A,1,0.0,Neutral,42.35,STEADY,37.94,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,1,9,Collectible product or theme,Monitor and curate relevant listings
